"50;01/11/2018 20:33;""[1] Australian aboriginal. Boong", pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand," a Pacific Islander."";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;boonie;boonies;;01/11/2018 20:33;;teyoCicNy",,
0;01/11/2018 20:33;Canberra word for white trash or redneck, sometimes shortened to boon;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;A windfall or beneficial event;0;0;0;boon;boons;;01/11/2018 20:33;;LamZYCkdb,,,,,,,,,
"0;01/11/2018 20:33;""[1] Australian aboriginal. Boong", pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand," a Pacific Islander."";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A device for ingesting marijuana;0;0;0;bong;bongs;;01/11/2018 20:33;;afQYbK6BZ",,
0;01/11/2018 20:33;[1] A middle-class American, derived from bourgeois [2] An American Indian.;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;1;0;1;boojie;boojies;;01/11/2018 20:33;;NZPgUoXbx,,,,,,,,,
0;01/11/2018 20:33;In Hawaii, denotes a Filipino, from the alleged sound of Filipino language.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;book book;book books;;01/11/2018 20:33;;G4CkWkjqP,,,,,,,,
0;01/11/2018 20:33;A person of common or low class Irish ancestry.;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;7;0;1;bog hopper;bog hoppers;;01/11/2018 20:33;;CZoaPQfkm,,,,,,,,,,
38;01/11/2018 20:33;A person of common or low class Irish ancestry.;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;3;0;1;bog jumper;bog jumpers;;01/11/2018 20:33;;bWDAKxDbY,,,,,,,,,,
100;01/11/2018 20:33;A person of common or low class Irish ancestry.;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;130;0;18;bog trotter;bog trotters;;01/11/2018 20:33;;hCzQckqLu,,,,,,,,,,
75;01/11/2018 20:33;[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;256;0;57;bogan;bogans;;01/11/2018 20:33;;ZfcunBxMA,,,,,,,,,
0;01/11/2018 20:33;A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;33;0;7;bohunk;bohunks;;01/11/2018 20:33;;pQXBbqXja,,,,,,,,,,
44;01/11/2018 20:33;A person of mixed Mexican and African ancestry;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;65;0;16;blaxican;blaxicans;;01/11/2018 20:33;;P3GaZAtGq,,,,,,,,,,
0;01/11/2018 20:33;In Australia, a person of Macedonian descent.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;blockhead;blockheads;;01/11/2018 20:33;;xWdqvqUhf,,,,,,,,,
0;01/11/2018 20:33;[1] A shiftless or unemployed person. [2] A pimp.;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;bludger;bludgers;;01/11/2018 20:33;;sXTEqJqsx,,,,,,,,,,
25;01/11/2018 20:33;A black person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;45;0;8;blue gum;blue gums;;01/11/2018 20:33;;PtYczJbsH,,,,,,,,,,
0;01/11/2018 20:33;An African-American perceived as being lazy and who refuses to work.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;16;0;8;bluegum;bluegums;;01/11/2018 20:33;;RYJRsEinq,,,,,,,,,,
0;01/11/2018 20:33;A black woman when she wears her hair and makeup to try and look like a white woman.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A doll;0;0;0;black Barbie;black Barbies;;01/11/2018 20:33;;gryozFdeV,,,,,,,,,,
0;01/11/2018 20:33;[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;black dago;black dagos;;01/11/2018 20:33;;yZ4zLcfXs,,,,,,,,,,
0;01/11/2018 20:33;Accusative term for refugees or immigrants of darker complexion;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;11;0;5;black invader;black invaders;;01/11/2018 20:33;;yoAGYcwDn,,,,,,,,,,
10;01/11/2018 20:33;A human female;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;137;0;21;bint;bints;;01/11/2018 20:33;;pdFFuEQWA,,,,,,,,,,
25;01/11/2018 20:33;In the UK, derogatory word for woman;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;Winged vertebrate;0;0;0;bird;birds;;01/11/2018 20:33;;iojqzthth,,,,,,,,,
25;01/11/2018 20:33;one who clings to their guns and religions;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;204;0;32;bitter clinger;bitter clingers;;01/11/2018 20:33;;rAmNt4BDp,,,,,,,,,,
0;01/11/2018 20:33;An African-American;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;bix nood;bix noods;;01/11/2018 20:33;;WzbDUTCQC,,,,,,,,,,
0;01/11/2018 20:33;An Indian, based on the perceived pronunciation of 'twenty'.;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;0;0;0;bhrempti;bhremptis;;01/11/2018 20:33;;NgECBiZzY,,,,,,,,,
0;01/11/2018 20:33;Offspring of a hispanic parent and a German parent;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;beaner shnitzel;beaner shnitzels;;01/11/2018 20:33;;KZaWfDssU,,,,,,,,,,
0;01/11/2018 20:33;People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;306;2;52;beaner;beaners;;01/11/2018 20:33;;tvNnRmTKD,,,,,,,,
0;01/11/2018 20:33;People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;beaney;beanies;;01/11/2018 20:33;;XupoxRUJ4,,,,,,,,
"41;01/11/2018 20:33;""Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them """"Bengali"""" indicates they should be eliminated from Myanmar."";FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;;eng;A Bengali citizen or inhabitant of Bangladesh;0;0;0;Bengali;Bengalis;;01/11/2018 20:33;;wXBVLXa43",,,,,,,,,,
0;01/11/2018 20:33;An overly tanned Caucasian;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2;0;0;beach nigger;beach niggers;;01/11/2018 20:33;;chajwxwhX,,,,,,,,,,
25;01/11/2018 20:33;A non-hispanic person who dates hispanic women;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;2;0;2;bean dipper;bean dippers;;01/11/2018 20:33;;dVBvEXYEm,,,,,,,,,,
86;01/11/2018 20:33;An infant of hispanic descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;54;0;31;;beaner babies;;01/11/2018 20:33;anchor baby;oNHANQscn,,,,,,,,,,
96;01/11/2018 20:33;An infant of hispanic descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;77;0;21;;beaner baby;;01/11/2018 20:33;anchor babies;temXUPiyk,,,,,,,,,,
1;01/11/2018 20:33;An Australian from Queensland;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;36;0;24;banana bender;banana benders;;01/11/2018 20:33;;KZLFmdpfY,,,,,,,,,,
0;01/11/2018 20:33;An Australian from Queensland;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;banana lander;banana landers;;01/11/2018 20:33;;iYwnzkVun,,,,,,,,,,
0;01/11/2018 20:33;An Asian-American who has lost their heritage. Yellow on the outside, white on the inside.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A fruit;0;0;0;banana;bananas;;01/11/2018 20:33;;zHVtG2zDd,,,,,,,,,
0;01/11/2018 20:33;A person of Chinese ancestry;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;1;0;1;bamboo coon;bamboo coons;;01/11/2018 20:33;;BiGrCzyJU,,,,,,,,,,
25;01/11/2018 20:33;A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;3;0;3;Aunt Jane;Aunt Janes;;01/11/2018 20:33;;UNPQRsKHE,,,,,,,,
50;01/11/2018 20:33;A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;75;1;35;Aunt Jemima;Aunt Jemimas;;01/11/2018 20:33;;JitgPJQfP,,,,,,,,
63;01/11/2018 20:33;A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;7;0;2;Aunt Mary;Aunt Marys;;01/11/2018 20:33;;PJbqZaFtk,,,,,,,,
0;01/11/2018 20:33;A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;4;0;0;Aunt Sally;Aunt Sallys;;01/11/2018 20:33;;HCZseQRri,,,,,,,,
0;01/11/2018 20:33;Abbreviation for 'asian';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;73;0;16;azn;azns;;01/11/2018 20:33;;fNaTqgDmv,,,,,,,,,,
0;01/11/2018 20:33;An Argentinian.;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;eng;;104;2;18;Argie;Argies;;01/11/2018 20:33;;hDrCYKWyY,,,,,,,,,,
0;01/11/2018 20:33;A person of Armenian descent.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;58;0;12;Armo;Armos;;01/11/2018 20:33;;tVbseqfjx,,,,,,,,,,
0;01/11/2018 20:33;A Caucasian, particularly an American;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;116;1;27;Anglo;Anglos;;01/11/2018 20:33;;YKTHARGvB,,,,,,,,,
63;01/11/2018 20:33;A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;Ann;Anns;;01/11/2018 20:33;;kAnxuagZJ,,,,,,
93;01/11/2018 20:33;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A primate;0;0;0;ape;apes;;01/11/2018 20:33;;kuuCGBswG,,,,,,,,,,
0;01/11/2018 20:33;An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A fruit;0;0;0;apple;apples;;01/11/2018 20:33;;wesJaXio4,,,,,,,,,
50;01/11/2018 20:33;An Amish person.;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;0;0;0;Amo;Amos;;01/11/2018 20:33;;uXJuFbgGn,,,,,,,,,,
62;01/11/2018 20:33;A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;737;19;184;anchor baby;anchor babies;;01/11/2018 20:33;;dUzTUnsBR,,,,,,,,
0;01/11/2018 20:33;Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;A person's name;0;0;0;Angie;Angies;;01/11/2018 20:33;;PxsWdFnsW,,,,,,,,,
0;01/11/2018 20:33;Combination of American and 'coon';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;13;0;4;Americoon;Americoons;;01/11/2018 20:33;;KeAHsWNKo,,,,,,,,,,
72;01/11/2018 20:33;From Moby-Dick. Ahab hunted the white whale.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;Ahab;Ahabs;;01/11/2018 20:33;;FKLGmBHnA,,,,,,,,,,
0;01/11/2018 20:33;A Caucasian person.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;One who is born with an absence of skin and hair pigmentation;0;0;0;albino;albinos;;01/11/2018 20:33;;VWqNzWkeA,,,,,,,,,,
82;01/11/2018 20:33;Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;11;0;2;abo;abos;;01/11/2018 20:33;;FfBcDJC9H,,,,,
0;01/11/2018 20:33;Referring to Muslims in Myanmar as an invasive species;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;0;0;0;African catfish;African catfishes;;01/11/2018 20:33;;uK22Hwkqz,,,,,,,,,,
89;01/11/2018 20:33;Combination of African and 'coon'.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;140;0;18;Africoon;Africoons;;01/11/2018 20:33;;rhjpYp2ee,,,,,,,,,,
25;01/11/2018 20:33;Caucasian person who 'acts black';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;46;0;30;Afro-Saxon;Afro-Saxons;;01/11/2018 20:33;;2HZo9mCFi,,,,,,,,,,
100;01/11/2018 20:33;An African, used by white Rhodesians.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;af;afs;;01/11/2018 20:33;;cATPpXa4G,,,,,,,,,
0;01/11/2018 20:33;Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;25;0;7;abbo;abbos;;01/11/2018 20:33;;4wdioUyAQ,,,,,
40;01/11/2018 20:33;American-Born Confused Desi, Indian Americans, Pakistani Americans or other South Asians, (desi) who were born in the United States. Used chiefly by South Asian immigrants to imply confusion about cultural identity.;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;First letters of the English alphabet;0;0;0;ABCD;ABCDs;;01/11/2018 20:33;;ExHX2yTyR,,,,,,,
96;01/11/2018 19:42;Derogatory term for a Jewish zionist or those being accused of such;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;56;0;11;;ziojew;;01/11/2018 19:42;;NtvpxgvMT,,,,,,,,,,
99;01/11/2018 19:42;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;88;0;20;;yard ape;;01/11/2018 19:42;;czQmdgfms,,,,,,,,,,
97;01/11/2018 19:42;Accusative term for refugees or immigrants from Asia;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;2;0;1;;yellow invader;;01/11/2018 19:42;;DAGYWQbgi,,,,,,,,,,
99;01/11/2018 19:42;A white person who is acting like a black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;13;0;3;;wegro;;01/11/2018 19:42;;dzgfnwkrZ,,,,,,,,,,
71;01/11/2018 19:42;A white person who is acting like a black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;709;0;223;;whigga;;01/11/2018 19:42;;RCAkVRfYf,,,,,,,,,,
100;01/11/2018 19:42;A Native American person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;4;0;1;;tree nigger;;01/11/2018 19:42;;KEZm8ckXa,,,,,,,,,,
78;01/11/2018 19:42;A white person who is acting like a Japanese person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;18;0;5;;wapanese;;01/11/2018 19:42;;oeRxL7WaN,,,,,,,,,,
99;01/11/2018 19:42;A black person suspected of a crime;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;4;0;1;;suspook;;01/11/2018 19:42;;VxcEzomv2,,,,,,,,,,
99;01/11/2018 19:42;An Hispanic person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;18;0;1;;taco nigger;;01/11/2018 19:42;;Y9kqviVYq,,,,,,,,,,
99;01/11/2018 19:42;Combination of 'she' and 'baboon' to indicate a black woman;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;410;0;69;;sheboon;;01/11/2018 19:42;;sXCcFRi2B,,,,,,,,,,
99;01/11/2018 19:42;A person from the South Pacific;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;sand nip;;01/11/2018 19:42;;Ln8VMqGCX,,,,,,,,,,
95;01/11/2018 19:42;Derogatory term for refugees;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;23;0;13;;reffo;;01/11/2018 19:42;;CedaYXctD,,,,,,,,,,
93;01/11/2018 19:42;An Asian person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;17;0;11;;rice nigger;;01/11/2018 19:42;;VKmAhQTR2,,,,,,,,,,
98;01/11/2018 19:42;A Native American person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;13;0;3;;red nigger;;01/11/2018 19:42;;HeThmckyy,,,,,,,,,,
98;01/11/2018 19:42;A black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;91;0;18;;pavement ape;;01/11/2018 19:42;; tEKbCmzG,,,,,,,,,,
48;01/11/2018 19:42;Childish slur for Palestinians;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;3;0;0;;Palestinkian;;01/11/2018 19:42;;eLqnd73CV,,,,,,,,,,
98;01/11/2018 19:42;Alternative use of the term 'nigger';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;58;0;12;;niggera;;01/11/2018 19:42;;UyxRQXYGZ,,,,,,,,,,
98;01/11/2018 19:42;Female diminuitive of 'nigger';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;25;0;9;;niggerette;;01/11/2018 19:42;;KZLFMFzqY,,,,,,,,,,
98;01/11/2018 19:42;A homosexual of African descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;7;0;2;;niggerfag;;01/11/2018 19:42;;4geTZPV4f,,,,,,,,,,
98;01/11/2018 19:42;To increase African American / African influence;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;62;0;10;;niggerize;;01/11/2018 19:42;;MhpsEBUGG,,,,,,,,,,
98;01/11/2018 19:42;Describing the texture of African American hair;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;niggerwool;;01/11/2018 19:42;;PwazibGyA,,,,,,,,,,
99;01/11/2018 19:42;Intimidation of black families by anonymous knocking on their front doors;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;0;0;0;;nigger-knock;;01/11/2018 19:42;;RnVgazWDZ,,,,,,,,,,
99;01/11/2018 19:42;Describing the texture of African American hair;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;77;0;23;;nappyhead;;01/11/2018 19:42;;MQGLHULja,,,,,,,,,,
94;01/11/2018 19:42;Derogatory portmanteau of Muslim and 'pig';FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;1;0;0;;muzzpig;;01/11/2018 19:42;;wEYnsHwCX,,,,,,,,,,
94;01/11/2018 19:42;Derogatory portmanteau of Muslim and 'rat';FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;102;0;27;;muzzrat;;01/11/2018 19:42;;VtzBYjZGF,,,,,,,,,,
83;01/11/2018 19:42;Perjorative diminuitive of Muslim;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;288;0;53;;muzzy;;01/11/2018 19:42;;gZyFnochq,,,,,,,,,,
94;01/11/2018 19:42;Perjorative diminuitive of Muslim;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;eng;;43;0;11;;musla;;01/11/2018 19:42;;BZoFdqLCY,,,,,,,,,,
80;01/11/2018 19:42;Derogatory portmanteau of Muslim and 'animal';FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;3;0;0;;muslimal;;01/11/2018 19:42;;sfCkhijyu,,,,,,,,,,
99;01/11/2018 19:42;Alternative form of 'negro';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;765;0;191;;kneegrow;;01/11/2018 19:42;;DHWeAGvKd,,,,,,,,,,
96;01/11/2018 19:42;A selfish or greedy Jew;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;36;0;12;;jewbag;;01/11/2018 19:42;;bYNFmB8LF,,,,,,,,,,
93;01/11/2018 19:42;One who has sexual relations with Jews;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;0;0;0;;jew-fucker;;01/11/2018 19:42;;cRsYPQKdm,,,,,,,,,,
83;01/11/2018 19:42;The diminuitive of 'honky';FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;6;0;1;;honklet;;01/11/2018 19:42;;eMDrkxqjs,,,,,,,,,,
83;01/11/2018 19:42;Perjorative term for Maori people;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;16;0;9;;hori;;01/11/2018 19:42;;dLqTxhyMq,,,,,,,,,,
80;01/11/2018 19:42;A woman of Italian descent;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;107;2;45;;guidette;;01/11/2018 19:42;;G8FKDRnpW,,,,,,,,,,
85;01/11/2018 19:42;Derogatory term referring to a woman's genitals;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;eng;;0;0;0;;gash;;01/11/2018 19:42;;wKoDjEFZY,,,,,,,,,,
76;01/11/2018 19:42;[1] Someone who acts like a homosexual [2] Something stupid.;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;A homosexual;1;0;0;;gay;;01/11/2018 19:42;;ndkUVAgRe,,,,,,,,,,
97;01/11/2018 19:42;A disabled person;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;229;3;64;;gimp;;01/11/2018 19:42;;MNG9UNPHj,,,,,,,,,,
69;01/11/2018 19:42;A homosexual who engages in anal sex;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;eng;;356;0;127;;fudgepacker;;01/11/2018 19:42;;LaVFXPUYE,,,,,,,,,,
70;01/11/2018 19:42;A person of Filipino and Mexican descent;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;;eng;;0;0;0;;flipabeano;;01/11/2018 19:42;;jdWVrzLjZ,,,,,,,,,,
98;01/11/2018 19:42;A homosexual male;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;eng;;450;0;96;;fagbag;;01/11/2018 19:42;;cEBJ2nMNX,,,,,,,,,,
"82;01/11/2018 19:42;""Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general"";FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;eng;;21;0;12;;derka derka;;01/11/2018 19:42;;rknwZYjMw",,,,,,,,,,
"98;01/11/2018 19:42;""A derogatory contraction of the words """"didn't do nothing"," popularized as a slur against black people as a mockery of regional pronunciation"";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;960;9;243;;dindu nuffin;;01/11/2018 19:42;;pczCEQBNb",,,,,,,,,
"99;01/11/2018 19:42;""A Canadian of African descent; sometimes applied to aboriginals"";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;11;0;0;;coonadian;;01/11/2018 19:42;;3tKVVTwnL",,,,,,,,,,
61;01/11/2018 19:42;A Dutch person;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;US;eng;;9;0;1;;clog wog;;01/11/2018 19:42;;tuUvptZQx,,,,,,,,,,
74;01/11/2018 19:42;A homosexual who engages in oral sex;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;eng;Generic insult without sexual context;0;0;0;;cocksucker;;01/11/2018 19:42;;TrpChfsZt,,,,,,,,,,
92;01/11/2018 19:42;Some concatenation of Congo and mongoloid;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;eng;;176;1;51;;Congoid;;01/11/2018 19:42;;VxcXGhGEJ,,,,,,,,,,
97;01/11/2018 19:42;Acts of aggression commited by a black person;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;eng;;13;0;4;;chimp-out;;01/11/2018 19:42;;YDaaFLwuu,,,,,,,,,,
